model_id,source,task_id,grid_id,repetition,axis,role,stage,variant,lineage,label,condition,artifact,initialization_seed,training_seed,head,family,objective_json,masserstein_params_json,ready,history_available,raw_label,model_alias,display_label,display_order,color,line_style,marker,tags_json
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_02__pretrained,metaspace-pretrain-repaired-20260923-01,task_000086,grid_0006,2,axis-200-900,pretrained,pretrained,P3_staged_overlap,grid_0006__rep_02,"P3 staged + overlap, pretrained, 200-900 m/z",axis-200-900/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_02__pretrained,2136253289,442265914,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-200-900),P3_staged_overlap__pretrained__axis_200_900,"P3 staged + overlap, pretrained, 200-900 m/z",17,#DBDB8D,dotted,^,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""pretrained"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_03__pretrained,metaspace-pretrain-repaired-20260923-01,task_000089,grid_0006,3,axis-200-900,pretrained,pretrained,P3_staged_overlap,grid_0006__rep_03,"P3 staged + overlap, pretrained, 200-900 m/z",axis-200-900/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_03__pretrained,276187349,194761695,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-200-900),P3_staged_overlap__pretrained__axis_200_900,"P3 staged + overlap, pretrained, 200-900 m/z",17,#DBDB8D,dotted,^,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""pretrained"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_04__pretrained,metaspace-pretrain-repaired-20260923-01,task_000092,grid_0006,4,axis-200-900,pretrained,pretrained,P3_staged_overlap,grid_0006__rep_04,"P3 staged + overlap, pretrained, 200-900 m/z",axis-200-900/pretrained,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_04__pretrained,1915557887,1927548799,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,pretrained (axis-200-900),P3_staged_overlap__pretrained__axis_200_900,"P3 staged + overlap, pretrained, 200-900 m/z",17,#DBDB8D,dotted,^,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""pretrained"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_00__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000081,grid_0006,0,axis-200-900,frozen_head,frozen_head,P3_staged_overlap,grid_0006__rep_00,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_00__frozen_head,91154199,32238397,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P3_staged_overlap__frozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",18,#DBDB8D,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""frozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_01__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000084,grid_0006,1,axis-200-900,frozen_head,frozen_head,P3_staged_overlap,grid_0006__rep_01,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_01__frozen_head,919377028,892754137,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P3_staged_overlap__frozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",18,#DBDB8D,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""frozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_02__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000087,grid_0006,2,axis-200-900,frozen_head,frozen_head,P3_staged_overlap,grid_0006__rep_02,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_02__frozen_head,2136253289,442265914,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P3_staged_overlap__frozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",18,#DBDB8D,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""frozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_03__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000090,grid_0006,3,axis-200-900,frozen_head,frozen_head,P3_staged_overlap,grid_0006__rep_03,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_03__frozen_head,276187349,194761695,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P3_staged_overlap__frozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",18,#DBDB8D,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""frozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_04__frozen_head,metaspace-pretrain-repaired-20260923-01,task_000093,grid_0006,4,axis-200-900,frozen_head,frozen_head,P3_staged_overlap,grid_0006__rep_04,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",axis-200-900/frozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_04__frozen_head,1915557887,1927548799,molecule_vpu,MultiLabelBCELoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,frozen_head (axis-200-900),P3_staged_overlap__frozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, frozen head, 200-900 m/z",18,#DBDB8D,dashed,s,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""frozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_00__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000082,grid_0006,0,axis-200-900,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0006__rep_00,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",axis-200-900/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_00__unfrozen_head,91154199,32238397,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-200-900),P3_staged_overlap__unfrozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",19,#DBDB8D,solid,o,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_01__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000085,grid_0006,1,axis-200-900,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0006__rep_01,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",axis-200-900/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_01__unfrozen_head,919377028,892754137,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-200-900),P3_staged_overlap__unfrozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",19,#DBDB8D,solid,o,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_02__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000088,grid_0006,2,axis-200-900,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0006__rep_02,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",axis-200-900/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_02__unfrozen_head,2136253289,442265914,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-200-900),P3_staged_overlap__unfrozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",19,#DBDB8D,solid,o,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_03__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000091,grid_0006,3,axis-200-900,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0006__rep_03,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",axis-200-900/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_03__unfrozen_head,276187349,194761695,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-200-900),P3_staged_overlap__unfrozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",19,#DBDB8D,solid,o,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
metaspace-pretrain-repaired-20260923-01__grid_0006__rep_04__unfrozen_head,metaspace-pretrain-repaired-20260923-01,task_000094,grid_0006,4,axis-200-900,unfrozen_head,unfrozen_head,P3_staged_overlap,grid_0006__rep_04,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",axis-200-900/unfrozen_head,/home/max/repositories/MSIAutoEncoderWrapper/data/kidney_workspace/models/kidney/metaspace-pretrain-repaired-20260923-01__grid_0006__rep_04__unfrozen_head,1915557887,1927548799,molecule_vpu,VariationalPULoss,"{""contrastive"": {""peak_permutation"": {""params"": {""annotation_bin_radius"": 0, ""negative_weighting_method"": ""multilabel_jaccard"", ""overlapping_label_negative_weight"": 0.1, ""peak_catalog_limit"": 4096, ""peak_sample_size"": 10000, ""peak_selection_method"": ""permutation_label_invariant"", ""permutation_bank_size"": 7000, ""permutation_selection_attempts"": 64, ""permuted_peaks_per_view"": 3, ""preserve_input_normalization"": true, ""temperature"": 0.07}, ""target"": ""InfoNCELoss"", ""weight"": 0.001}}, ""heads"": {""molecule_vpu"": {""vpu"": {""params"": {""alpha"": 1.0, ""beta"": 1.0, ""consistency_weight"": 0.0, ""negative_weight"": 0.0, ""simulated_negative_weight"": 0.0}, ""target"": ""VariationalPULoss"", ""weight"": 0.2}}}, ""reconstruction"": {""masserstein"": {""target"": ""MassersteinLoss"", ""weight"": 1.0}}, ""regularization"": {""contractive"": {""params"": {""calculation_method"": ""exact_autograd_jacobian"", ""hinge_alpha"": 2.0, ""hinge_threshold"": 7.0, ""input_geometry"": ""fisher_rao"", ""latent_source"": ""auto"", ""penalized_space"": ""u"", ""penalty_metric"": ""spectral_plus_hinged""}, ""target"": ""ContractiveLoss"", ""weight"": 0.002}}}",{},True,True,unfrozen_head (axis-200-900),P3_staged_overlap__unfrozen_head__axis_200_900,"P3 staged + overlap, fine-tuned, unfrozen head, 200-900 m/z",19,#DBDB8D,solid,o,"{""axis"": ""axis-200-900"", ""components"": ""combined"", ""overlap"": 1, ""rare"": 0, ""role"": ""unfrozen_head"", ""schedule"": ""staged"", ""variant"": ""P3_staged_overlap""}"
